"Guide Title","Guide #","# of pages","Country","State/Province","Category/Subcategory","Authors","Date created","Year published","Language"
"Rio de Janeiro - Cactaceae of Serra da Tiririca State Park","982","8","Brazil","Rio de Janeiro","Plants","Lucas Veronezi F. De Vasconcelos, Diego Rafael Gonzaga, Ricardo C.C. Reis","February, 2018","2018","English"
"Illinois - Common Crayfishes of the Chicago Region","981","2","USA","Illinois","Animals, Crustaceans","Jack Rosalie , Reuben Keller","January, 2018","2018","English"
"Small Mammals of Simien Mountains National Park","980","1","Ethiopia","","Animals, Mammals","Evan W. Craig, William T. Stanley, Julian C. Kerbis Peterhans, Josef Bryja, Meheretu Yonas","April, 2018","2018","English"
"Illinois - Fossil Shark Egg Cases of the Mazon Creek Region","978","3","USA","Illinois","Fossils","Jack Wittry","February, 2018","2018","English"
"Guayas -  Plants of the Cemetery Guayaquil","977","5","Ecuador","Guayas","Plants","Carlos Eduardo Cerón Martínez","January, 2018","2018","English"
"Cordillera Central - Gesneriaceae ","976","7","Colombia","","Plants","Larri Alvarez Rodas1& Yennifer Ramos Arias2","January, 2018","2018","English"
" Pichincha - Birds of the Cloud Forest of Yunguilla","975","4","Ecuador","Pichincha","Animals, Birds","Lesly Báez E., Gabriela Manzano, Edison Oña","June, 2018","2018","English"
"Biodiversity in the Rupununi, Part I","974","6","Guyana","","Animals, Amphibians, Birds, Crustaceans, Fishes, Insects, Mammals, Reptiles, Plants","Andrew M. Snyder , Lesley de Souza","January, 2018","2018","English"
"Valle del Cauca - Ericaceae and Gesneriaceae of  Farallones de Cali National Park","973","4","Colombia","Valle del Cauca","Plants","María Angélica Villa, Ana Isabel Vásquez-Vélez , Hilda Sanint , Gal Tadri, Jorge Giraldo, Manuel Giraldo, Philip A. Silverstone-Sopkin","February, 2018","2018","English"
"Cundinamarca - Herbaceous Plants of Jaboque","972","6","Colombia","Cundinamarca","Plants","José W. López Cruz","December, 2017","2017","English"
"Presidente Hayes - Birds of Benjamín Aceval Wetlands","971","12","Paraguay","Presidente Hayes","Animals, Birds","José Petters, Fátima Ortiz, Karina Nuñez , Paulo Norberg","March, 2018","2018","English"
"Pará - Malvaceae in the Great Curve of the Xingu River","970","2","Brazil","Pará","Plants","Rayssa Costa da Silva Ribeiro, Luciana Costa Antonio, Caroline Faveri, Taise Carvalho Silva , Frederico Almeida Raul, Rodolfo Barbosa Santos, Edgar Takanohashi, Aluisio José Fernandes-Júnior, Ana Kelly Koch, Anna Luiza Ilkiu-Borges","December, 2017","2017","English"
"Spiny Bromeliaceae of Belize","969","6","Belize","","Plants","Bruce K. Holst, David Amaya, Ella Baron, Marvin Paredes, Elma Kay","November, 2017","2017","English"
"Tungurahua - Plants of Cerro Teligote","968","7","Ecuador","Tungurahua Province","Plants","Walter Aurelio Simbaña Ayo , José Homero Vargas López","December, 2017","2017","English"
"Central Andes - Birds of the Bofedales from Central Andes","967","3","Peru","","Animals, Birds","Grace Servat, Renzo Alcocer, Melvi Larico, Magaly Olarte","December, 2018","2018","English"
"Huanúco - Orchidaceae of  Tingo María National Park","966","12","Peru","Huánuco","Plants","Luis Ocupa Horna, Alex Diaz Hernández, Enrique Yupanqui Godo, Emiliano Carrillo Mena","December, 2017","2017","English"
"Corrientes - Birds of Campus Deodoro Roca","965","5","Argentina","Corrientes","Animals, Birds","Romina A. Mauriño, Mario L. Chatellenaz, Juan Manuel Fernández, María L. Thomann","April, 2018","2018","English"
"Tillandsia (Bromeliaceae) of Belize","964","10","Belize","","Plants","Bruce K. Holst, David Amaya, Ella Baron, Marvin Paredes, Elma Kay","November, 2017","2017","English"
"Bats of Dominica","963","2","Dominica","","Animals, Mammals","Melissa Donnelly, Lisa Sims, Tom Martin","November, 2017","2017","English"
"Pichincha - Common Plants of Mojanda lagoons","962","5","Ecuador","Pichincha","Plants","Carlos Eduardo Cerón Martínez, Carmita Isabel Reyes Tello","November, 2017","2017","English"
"Guayas - Birds of Cerro Totoral and its surroundings","961","6","Ecuador","Guayas","Animals, Birds","Eduardo Zavala Becilla","April, 2018","2018","English"
"Orchids of Venezuela (vol. 3)","960","3","Venezuela","","Plants","Carlos J. Jerez, Enmanuel D. Gallego","November, 2017","2017","English"
"Sonora - Birds of San Nicolás","959","8","Mexico","Sonora","Animals, Birds","Harold F. Greeney, Charles van Riper III","March, 2018","2018","English"
"Pichincha - Orchids of the Pululahua Geobotanical Reserve","958","9","Ecuador","Pichincha","Plants","Patricio Oña Sánchez, Darío Reina Moreno, Luis E. Baquero","February, 2019","2019","English"
"Jujuy - Plants of Nevado Chañi ","955","3","Argentina","Jujuy","Plants","Christian A. Zanotti","October, 2017","2017","English"
"Amazonas - Plants of the Upper Cuieiras River ","954","4","Brazil","Amazonas","Plants","CuieirasFrancisco Farroñay, Alberto Vicentini,  Antonio Mello","December, 2017","2017","English"
"Porto Alegre -  Flora of Saint' Hilaire Municipal Park","953","13","Brazil","Porto Alegre","Plants","Anderson Santos de Mello, Anderson Luiz Christ, Anelise Nuernberg da Silva, Camila da Silva Goldas, Carlos Eduardo Velho de Carvalho, Cleusa Vogel Ely, Dilana Ferreira da Silva, Dióber Borges Lucas, Eliane Regina da Silva, Fernando Henrique Barbosa da Silva, Guilherme Peres Coelho, Jonas Blanco Castro, Juliana Schaefer, Mabel Rocio Báez Lizarazo, Mariana Beal Neves, Martin Grings, Matias Köhler, Michelle Helena Nervo, Philipy Alexandre Pereira Weber","July, 2018","2018","English"
"Morona Santiago -  Conspicuous Plants of the Sardinayacu Lagoons","952","4","Argentina","Morona Santiago","Plants","Gonzalo Domínguez, Edison Rea, Nicolás Zapata, Francisco Tobar, Washington Santillán, Katya Romoleroux, Daniela Cevallos, Álvaro J. Pérez","October, 2017","2017","English"
"Champasak - Plants of Kiat Ngong Wetlands","951","1","Lao People's Democratic Republic ","Champasak Province","Plants, Useful plants","Bethany Elkington, Kongmany Sydara, D. Doel Soejarto","October, 2017","2017","English"
"Gesneriaceae of Belize","950","4","Belize","","Plants","Bruce K. Holst, David Amaya, Ella Baron, Marvin Paredes, Elma Kay","April, 2018","2018","English"
"Peru - Bats of Los Amigos Biological Station","949","2","Peru","Madre de Dios","Animals, Mammals","Saori Grillo Y., Jaime Pacheco C., Sandra Velazco S., Adriana Bravo O.","October, 2017","2017","English"
"Caldas - Amphibians and Reptiles La Miel-Tasajos II Sanctuary","948","3","Colombia","Caldas","Animals, Amphibians, Reptiles","Andrés Restrepo-Bermúdez","October, 2017","2017","English"
"Corrientes Province -  Medium and Large Mammals","947","2","Argentina","Corrientes Province","Animals, Mammals","Marlene Zaracho, Mario L. Chatellenaz, María G. Villordo, Alejandro G. Azcarate, José L. Anchetti, Marcelo Rolón","October, 2017","2017","English"
"Boyacá - Orchidaceae of “Guanachas” Municipal Natural Park","946","9","Colombia","Boyacá","Plants, Climbers, Epiphytes, Terrestrial herbs","Oscar Perdomo, Karen Gil, Renata Machado-C., Pilar Salazar-B.","October, 2017","2017","English"
"Boyacá - Mosses, liverworts and hornworts of the Teatinos river","945","2","Colombia","Boyacá","Plants","Daniela Alejandra Bacerra-Inafante, Karen Alejandra Cárdenas-Espinosa, Wilson Ricardo Alvaro-Alba","November, 2017","2017","English"
"Guaviare - Flora, Fauna and Tourist Attractions in Guaviare","944","18","Colombia","Guaviare","Animals, Birds, Mammals, Reptiles, Plants","Álvaro del Campo","January, 2018","2018","English"
"Veracruz - Nymphalidae (Lepidoptera) Los Tuxtlas Biological Station ","942","4","Mexico","Veracruz","Animals, Insects","Martha Madora Astudillo, Rosamond Coates, Mario A. Alvarado-Mota, Dioselina Díaz-Sánchez","September, 2017","2017","English"
"Imbabura - Common Plants of Cascada Peguche Protected Forest","941","11","Ecuador","Imbabura","Plants","Carlos Eduardo Cerón Martínez, Carmita Isabel Reyes Tello, Andrea Estefanía Barona Zaldumbide","September, 2017","2017","English"
"Veracruz - Birds of Mountains and Coffee Plantation Forest","939","4","Mexico","Veracruz","Animals, Birds","Rafael Rodríguez Mesa, César Raziel Lucio Palacio, Melina Ofelia Tepole Pineda","November, 2017","2017","English"
"Paraná - Anathallis (Orchidaceae) of Paraná State","938","2","Brazil","Paraná","Plants","Milena do Carmo Santos, A.L.V. Toscano de Brito, Eric de Camargo Smidt","June, 2018","2018","English"
"The Neotropical genus Homalolepis Turcz. (Simaroubaceae)","937","4","Brazil","","Plants","Marcelo Fernando Devecchi, William Wayt Thomas, José Rubens Pirani","January, 2018","2018","English"
"Santa Catarina - Angiosperms of Vale do Itajaí","936","4","Brazil","Santa Catarina","Plants","Carlos Henrique Russi","August, 2017","2017","English"
"Atlantic Forest - Palicourea","935","3","Brazil","","Plants","Carla Y Gubáu Manão, Sebastião José da Silva Neto","November, 2017","2017","English"
"Colombia - Humpback Whale Fins, Antarctic Expedition","934","4","Colombia ","","Animals, Mammals","Adrián Vásquez Ávila , Fernando Trujillo","September, 2017","2017","English"
"São Paulo - Plants from an ecotone in Sorocaba","933","4","Brazil","São Paulo","Plants","Paulo Henrique Gaem-Barbosa, Nicolli Bruna Cabello de Almeida, Flávio Macedo Alves, Itayguara Ribeiro da Costa","August, 2017","2017","English"
"Guainía - Orchids of La Estrella Fluvial de Inírida Ramsar Site","932","4","Colombia","Guainía","Plants","Nhora Helena Ospina-Calderon, Misael Mendoza, Lucy Teresita García Agapito, Hugo Alonso Mateus, Joaquín Vásquez, Cristian Delgado Mazuera, Ana Teresa Mosquera-Espinosa, Nicola Flanagan","July, 2017","2017","English"
"Northeastern Andes - Butterflies","931","5","Colombia","","Animals, Insects","Olarte-Quiñonez, C., Acevedo-Rincón, A. , Ríos-Málave, I. C., Carrero-Sarmiento, D.","August, 2017","2017","English"
"Cundinamarca - Butterflies and Diurnal Moths of the Urban Parks Virrey and Chicó and some of their host plants ","930","8","Colombia","Cundinamarca","Animals, Insects","Juan Carlos Caicedo-Hernández, David Ricardo Rodríguez-Villamil, Efraín Reinel Henao-Banol , Mateo Hernández-Schmidt","October, 2017","2017","English"
"Amazonas - Macrofungi of the Adolpho Ducke Botanical Garden","929","3","Brazil","Manaus","Fungi and Lichens","Douglas de Moraes Couceiro, Kely da Silva Cruz, Maria Aparecida da Silva , Maria Aparecida de Jesus","September, 2017","2017","English"
"Cajamarca - Medicinal Plants of Comercio Ambulatorio de Cajamarca","928","3","Peru","","Plants, Useful plants","Lucio Cesar Gil Perleche, Rosario Alva Martos , Carmen Chuquilin Celis","September, 2017","2017","English"
"California - Empire Cave's Rare Creatures","927","1","USA","California","Animals, Insects","Darko D. Cotoras, Alex S. Jones","September, 2017","2017","English"
"Achiote - Caterpillars of the Trogon Trail","926","5","Panama","Achiote","Animals, Insects","Alfredo Lanuza-Garay","February, 2018","2018","English"
"Ceará - Plants of the Pici Professor Prisco Bezerra Campus","925","9","Brazil","Ceará","Plants","Carlos Eduardo L. Fernandes, Rayane de T. M. Ribeiro, Luciana S. Cordeiro, Emanuel P. de Mesquita, Gabriele O. Félix, Leticia F. Falcão , Maria Iracema B. Loiola","August, 2017","2017","English"
"Guaviare - Aves of the Serranías del Guaviare","924","14","Colombia","Guaviare","Animals, Birds","Wilmer Andrés Ramírez Riaño","August, 2017","2017","English"
"Guainía - Aves del departamento del Guainía","923","9","Colombia","Guainía","Animals, Birds","Disly Smith Jara Romero","September, 2017","2017","English"
"Valle del Cauca - Gesneriaceae of the Rio Anchicayá basin","922","7","Colombia","Valle del Cauca","Plants","Mathieu Perret, Alain Chautems, Gabriel E. Ferreira, Laura Clavijo, Alejandro Zuluaga","July, 2017","2017","English"
"Nayarit - Common Birds of the Marismas Biosphere Reserve","921","15","Mexico","Nayarit","Animals, Birds","Jesús Alberto Loc-Barragán, José Antonio Robles-Martínez, Jonathan Vargas-Vega, David Molina","August, 2017","2017","English"
"Zamora Chinchipe -  Lepidoptera of the Santa Gertrudis farm and its Conservation Area","920","7","Ecuador","Zamora Chinchipe","Animals, Insects","Claudio Crespo Ramírez","February, 2018","2018","English"
"Illinois - Seed Heads of Common Native Plants of the Tallgrass Prairie Region","919","6","USA","Illinois","Plants, Seeds","Izabella Redlinski","October, 2017","2017","English"
"Orchids of Venezuela (vol.2)","918","2","Venezuela","","Plants","Franklin Artiles, Enmanuel D. Gallego","June, 2017","2017","English"
"Aragua - Poisonous Snakes of Henri Pittier National Park","917","2","Venezuela","Aragua","Animals, Reptiles","Ely David Gómez-Fonseca","August, 2017","2017","English"
"Goiás - Birds of Caldazinha (Santa Clara Ranch)","916","12","Brazil","Goiás","Animals, Birds","Tiago Guimarães Junqueira , Kelrene Moreira Lara","November, 2017","2017","English"
"Ceará -  Diversity of fruit trees in the coastal area of ​​Aquiraz","915","2","Brazil","Ceará","Plants","Aline Pessoa de Negreiros, Rayane de Tasso Moreira Ribeiro, Maria Iracema Bezerra Loiola, Antônio Jeovah de Andrade Meireles","May, 2017","2017","English"
"Imbabura -  Common Plants of Cuicocha Lagoon","914","4","Ecuador","Imbabura","Plants","Carlos Eduardo Cerón Martínez, María de los Ángeles Fiallos Fiallos","May, 2017","2017","English"
"Guayas - Amphibians of Santay Island","913","1","Ecuador","Guayas","Animals, Amphibians","Eduardo Zavala Becilla","May, 2017","2017","English"
"Tennessee - Plants of Dean's Woods Wildflower Garden","912","2","USA","Tenesse","Plants","Benjamin J. Crain, Ed E. Schilling","May, 2017","2017","English"
"Cundinamarca - Daytime Butterflies (Papilionoidea) of Guasca","911","7","Colombia","Cundinamarca","Animals, Insects","Fredy Montero Abril , Maira Ortiz Perez","May, 2017","2017","English"
"La Paz and Beni - Passifloraceae of Madidi Region","910","3","Bolivia","La Paz and Beni","Plants","Alfredo F. Fuentes, Peter M. Jørgensen","May, 2017","2017","English"
"Meta - Amphibians and Reptiles of Tillavá","909","5","Colombia","Meta","Animals, Amphibians, Reptiles","Daniel Ramos-Torres, Luis Felipe Esqueda, Abelardo Rodríguez-Bolaños","September, 2017","2017","English"
"Casanare - Fishes of Guachiría y La Hermosa River Basins ","908","12","Colombia","Casanare","Animals, Fishes","Alejandro MéndezLópez, Alexander UrbanoBonilla","May, 2017","2017","English"
"Caquetá - Amphibians and Reptiles of Las Dalias Natural and Ecoturism Reserve","907","3","Colombia","Caquetá","Animals, Amphibians, Reptiles","Fabián Andrés Cabrera-Vargas, Maykoll Jhohanzon Parra Olarte , Diego Huseth Ruiz-Valderrama","June, 2017","2017","English"
"Illinois - Amphibians of the Chicago Wilderness Region","906","6","USA","Ilinois","Animals, Amphibians","Mike Redmer , John Balaban, Karen Glennemeier , Laura Milkert ","February, 2018","2018","English"
"Orchids of Venezuela (vol. 1)","905","2","Venezuela","","Plants","Gerardo Castiglione, Ramón E. López, Enmanuel D. Gallego","May, 2017","2017","English"
"Orellana - Mammals of Tiputini Biodiversity Station","904","2","Ecuador","Orellana","Animals, Mammals","Diego Mosquera, John G. Blake","May, 2017","2017","English"
"El Oro - Common Birds of Mountain and Paramo Forests","903","8","Ecuador","El Oro Province ","Animals, Birds","César Garzón S., Glenda Pozo Z., Gabriela Echeverría V., Juan Carlos Sánchez, Cecilia Proaño B.","September, 2017","2017","English"
"El Oro Province - Piedmont and Semi Deciduous Forests Common Birds","902","19","Ecuador","","Animals, Birds","César Garzón S., Glenda Pozo Z., Juan Carlos Sánchez, Gabriela Echeverría V., Doug Wechsler, Cecilia Proaño B.","September, 2017","2017","English"
"El Oro - Common Birds of Dry and Deciduous Forests","901","15","Ecuador","El Oro Province ","Animals, Birds","César Garzón S. , Glenda Pozo Z., Gabriela Echeverría V., Katherine León, Paulina Atti , Francisco Sornoza M., Juan C. Sánchez, Marco Gálvez S., Doug Wechsler, César Moreno, Lena Wiest, Leovigildo Cabrera, Aldo Sornoza M.","August, 2017","2017","English"
"Minas Gerais - Convolvulaceae of Serra do Ouro Branco","900","5","Brazil","Minas Gerais","Plants","Adenilsa Aparecida Rodrigues Lima, Cintia Vieira da Silva, Fernanda Satori Petrongari, Rosângela Simão-Bianchini","June, 2017","2017","English"
"Carchi Province - Mylodon Fossils","899","4","Ecuador","Carchi Province","Animals, Fossils","Gustavo Medina-Posada, Luis Chicaiza-Simbaña","June, 2017","2017","English"
"Carchi Province - Mastodon Fossils","898","4","Ecuador","Carchi Province","Animals, Fossils","Gustavo Medina-Posada, Luis Chicaiza-Simbaña","June, 2017","2017","English"
" Traditional Andean Seeds of Ecuador","897","7","Ecuador","","Plants, Seeds","Delgado, H., Gusniay, B., Cabascango, T., Guillas, J., Ulquiango, J., Suárez-Duque, D., Tapia, C. , Naranjo, E.","January, 2018","2018","English"
"Santa Catarina - Plants of the herb and subshrub community in restinga at Acaraí State Park","896","3","Brazil","Santa Catarina","Plants","João Carlos F. de Melo Júnior , Jéssica Stéfani Dirksen,  Maria Regina Torres Boeger","October, 2018","2018","English"
"Amorimia of Brazil","895","4","Brazil","","Plants","Rafael Felipe de Almeida, Cássio van den Berg, André Marcio Araújo Amorim","August, 2018","2018","English"
"Paraná - Vascular Epiphytes of HUE Mauá","894","19","Brazil","Paraná","Plants, Epiphytes","Greta Aline Dettke, Daiane dos Reis-Santos, Paulo de Tarso Sambugaro-Santos, Maria Auxiliadora Milaneze-Gutierre","January, 2018","2018","English"
"Maritime Province - Mammals of the Gamba Complex of Protected Areas","893","6","Gabon","Maritime Province","Animals, Mammals","Hadrien Vanthomme, Angelique F. Todd, Landry Tchignoumba, Lisa Korte, Alfonso Alonso","May, 2017","2017","English"
"Ceará - Coastal Plants","892","3","Brazil","Ceará","Plants","Rayane de Tasso Moreira Ribeiro","June, 2017","2017","English"
"Dracula of Ecuador","891","4","Ecuador","","Plants","Luis Baquero Rivadeneira, Nayive Moncayo Cárdenas","May, 2017","2017","English"
"Orellana - Reptiles of San José de Payamino","890","9","Ecuador","Orellana","Animals, Reptiles","Ross J. Maynard, Ryan L. Lynch, Paul Maier, Paul S. Hamilton","May, 2017","2017","English"
"Maritime Province - Rubiaceae of Rabi Plot","889","3","Gabon","Maritime Province","Plants","Diosdado Ekomo Nguema, Hervé Roland Memiaghe , Pulchérie Bissiengou , Etienne Mounoumoulossi , Alfonso Alonso,  David Kenfack","May, 2017","2017","English"
"Maritime Province - Ebenaceae of Rabi Plot","888","1","Gabon","Maritime Province","Plants","Diosdado Ekomo Nguema, Hervé Roland Memiaghe , Pulchérie Bissiengou , Etienne Mounoumoulossi , Alfonso Alonso, David Kenfack","May, 2017","2017","English"
